Age,Income,Gender,Expenses,City,Education,Marital Status,Date
45.0,42500.0,Female,31600.0,Paris,Master,Single,2023-07-21 20:35:47.254725472
22.0,66600.0,Female,45000.0,London,Bachelor,Divorced,2023-07-21 21:28:12.529252924
22.0,31200.0,Female,23400.0,Paris,High School,Single,2023-07-21 22:20:37.803780378
,43700.0,,19300.0,Paris,Bachelor,Married,2023-07-21 23:13:03.078307830
38.0,65400.0,Male,38100.0,London,High School,Single,2023-07-22 00:05:28.352835282
29.0,54700.0,Male,26900.0,Paris,High School,Married,2023-07-22 00:57:53.627362736
67.0,49300.0,Male,33900.0,London,High School,Single,2023-07-22 01:50:18.901890188
21.0,53800.0,Male,42400.0,Rome,Bachelor,Married,2023-07-22 02:42:44.176417640
66.0,52700.0,Male,38300.0,Paris,High School,Divorced,2023-07-22 03:35:09.450945094
59.0,27300.0,Male,11300.0,London,Master,Single,2023-07-22 04:27:34.725472546
37.0,44800.0,Female,23600.0,Madrid,High School,Single,2023-07-22 05:20:00.000000000
55.0,74200.0,Female,30500.0,Paris,High School,Single,2023-07-22 06:12:25.274527452
42.0,40100.0,Male,16700.0,Paris,PhD,Married,2023-07-22 07:04:50.549054904
31.0,45200.0,Male,19500.0,Paris,Bachelor,Single,2023-07-22 07:57:15.823582358
28.0,41900.0,Female,21400.0,London,High School,Single,2023-07-22 08:49:41.098109810
49.0,,Female,25400.0,London,Master,Single,2023-07-22 09:42:06.372637262
28.0,41300.0,Female,23100.0,London,Bachelor,Single,2023-07-22 10:34:31.647164716
35.0,57300.0,Female,32200.0,London,Bachelor,Single,2023-07-22 11:26:56.921692168
44.0,53000.0,Female,37600.0,Berlin,Master,Single,2023-07-22 12:19:22.196219622
35.0,61600.0,Male,28100.0,Paris,High School,Single,2023-07-22 13:11:47.470747074
40.0,34200.0,Male,15800.0,Rome,High School,Single,2023-07-22 14:04:12.745274526
28.0,44900.0,Female,29200.0,Paris,Master,Married,
38.0,46600.0,Male,29300.0,Paris,High School,Single,2023-07-22 15:49:03.294329432
61.0,,Female,26200.0,Madrid,Master,,2023-07-22 16:41:28.568856884
22.0,38100.0,Male,28200.0,Berlin,High School,Married,2023-07-22 17:33:53.843384338
40.0,63700.0,Female,33900.0,Berlin,High School,Married,2023-07-22 18:26:19.117911790
58.0,67800.0,Male,37100.0,Paris,High School,Single,2023-07-22 19:18:44.392439244
42.0,35200.0,Male,20000.0,Berlin,Bachelor,Married,2023-07-22 20:11:09.666966696
58.0,42600.0,Male,22500.0,London,High School,Widowed,2023-07-22 21:03:34.941494148
27.0,,Female,26200.0,Berlin,High School,Widowed,2023-07-22 21:56:00.216021602
39.0,89500.0,Male,49700.0,Rome,PhD,Married,2023-07-22 22:48:25.490549054
36.0,43600.0,Female,22000.0,Paris,Master,Single,2023-07-22 23:40:50.765076506
18.0,75200.0,Female,57300.0,London,High School,Single,2023-07-23 00:33:16.039603960
24.0,,Female,16200.0,Berlin,High School,Single,2023-07-23 01:25:41.314131412
21.0,35200.0,Female,23900.0,London,High School,Single,2023-07-23 02:18:06.588658866
18.0,39700.0,Male,21400.0,Paris,Master,Divorced,2023-07-23 03:10:31.863186318
32.0,37300.0,Male,21400.0,Paris,Bachelor,Single,
57.0,46000.0,Male,22700.0,London,Master,Married,2023-07-23 04:55:22.412241224
29.0,39400.0,Female,27600.0,Paris,Master,,2023-07-23 05:47:47.686768676
39.0,,Female,26200.0,Paris,Bachelor,Single,2023-07-23 06:40:12.961296128
39.0,67400.0,Male,27600.0,Paris,High School,Widowed,2023-07-23 07:32:38.235823582
67.0,68400.0,Male,29000.0,Paris,High School,Single,2023-07-23 08:25:03.510351034
64.0,64200.0,Male,49400.0,Paris,Master,Single,2023-07-23 09:17:28.784878486
34.0,57900.0,Male,43700.0,Paris,Bachelor,Married,2023-07-23 10:09:54.059405940
46.0,51400.0,Male,31000.0,Madrid,Master,Married,2023-07-23 11:02:19.333933392
63.0,42500.0,Male,25400.0,Paris,Master,Single,2023-07-23 11:54:44.608460846
31.0,35700.0,Male,25900.0,Berlin,High School,Married,2023-07-23 12:47:09.882988298
67.0,55400.0,Male,25200.0,Berlin,High School,Single,
37.0,32400.0,Male,21400.0,London,Bachelor,Single,2023-07-23 14:32:00.432043204
67.0,35100.0,Male,20700.0,Paris,High School,Single,2023-07-23 15:24:25.706570656
65.0,67300.0,Male,46900.0,Madrid,High School,Married,2023-07-23 16:16:50.981098108
50.0,78500.0,Male,32300.0,London,High School,Single,2023-07-23 17:09:16.255625562
60.0,55900.0,Male,35600.0,Paris,Master,Married,2023-07-23 18:01:41.530153014
32.0,66600.0,Male,41500.0,London,Master,Married,2023-07-23 18:54:06.804680468
29.0,46300.0,Male,34100.0,Paris,High School,Divorced,2023-07-23 19:46:32.079207920
57.0,29900.0,Male,20100.0,Paris,Bachelor,,2023-07-23 20:38:57.353735372
37.0,,Female,44500.0,London,Bachelor,Single,2023-07-23 21:31:22.628262826
47.0,58500.0,Male,44200.0,Paris,Bachelor,Single,2023-07-23 22:23:47.902790278
55.0,51100.0,Male,28800.0,London,Bachelor,Married,2023-07-23 23:16:13.177317730
20.0,46400.0,Male,21100.0,Madrid,High School,Single,2023-07-24 00:08:38.451845184
45.0,64400.0,Male,42000.0,Paris,High School,,2023-07-24 01:01:03.726372636
43.0,35200.0,Female,26400.0,Paris,High School,,2023-07-24 01:53:29.000900090
47.0,38400.0,Male,16500.0,Berlin,Master,Married,2023-07-24 02:45:54.275427542
30.0,34900.0,Male,21700.0,London,Bachelor,Divorced,2023-07-24 03:38:19.549954994
30.0,51300.0,Male,22900.0,London,PhD,Single,2023-07-24 04:30:44.824482448
19.0,33700.0,Male,13800.0,Berlin,High School,Married,2023-07-24 05:23:10.099009900
54.0,39700.0,Male,26700.0,Madrid,Bachelor,Single,2023-07-24 06:15:35.373537352
66.0,39400.0,Male,26500.0,London,Bachelor,Single,2023-07-24 07:08:00.648064806
55.0,46100.0,Male,29500.0,Paris,Bachelor,Single,2023-07-24 08:00:25.922592258
,27700.0,,20600.0,London,High School,Single,2023-07-24 08:52:51.197119712
53.0,51300.0,Male,22200.0,London,High School,Married,2023-07-24 09:45:16.471647164
43.0,68700.0,Female,30400.0,London,High School,Married,2023-07-24 10:37:41.746174616
28.0,52000.0,Male,38800.0,Paris,Master,Single,2023-07-24 11:30:07.020702070
25.0,73100.0,Male,44000.0,London,Bachelor,Single,2023-07-24 12:22:32.295229522
61.0,70000.0,Male,35600.0,London,High School,Single,2023-07-24 13:14:57.569756974
57.0,61700.0,Male,42900.0,Paris,High School,Widowed,2023-07-24 14:07:22.844284428
60.0,51100.0,Female,38700.0,Madrid,High School,Married,2023-07-24 14:59:48.118811880
39.0,50300.0,Male,34000.0,Madrid,Bachelor,Divorced,2023-07-24 15:52:13.393339334
37.0,61500.0,Male,44100.0,Berlin,Bachelor,Married,2023-07-24 16:44:38.667866786
25.0,44100.0,Male,22600.0,London,PhD,Single,2023-07-24 17:37:03.942394238
46.0,21800.0,Male,11200.0,Paris,Bachelor,Married,2023-07-24 18:29:29.216921692
57.0,57400.0,Male,42800.0,Berlin,High School,Married,2023-07-24 19:21:54.491449144
43.0,33000.0,Female,21300.0,London,High School,Single,2023-07-24 20:14:19.765976596
47.0,35600.0,Female,17600.0,London,High School,Single,2023-07-24 21:06:45.040504050
34.0,50000.0,Male,30500.0,Paris,High School,Married,2023-07-24 21:59:10.315031502
37.0,48600.0,Female,32800.0,London,Bachelor,Married,2023-07-24 22:51:35.589558956
69.0,28800.0,Male,14000.0,Madrid,High School,Single,2023-07-24 23:44:00.864086408
33.0,52500.0,Female,34800.0,Paris,High School,Married,2023-07-25 00:36:26.138613860
63.0,64500.0,Female,26900.0,Paris,Bachelor,Married,2023-07-25 01:28:51.413141314
60.0,33100.0,Male,17300.0,London,High School,Married,2023-07-25 02:21:16.687668766
24.0,69100.0,Male,46300.0,London,High School,Married,2023-07-25 03:13:41.962196218
33.0,26600.0,Female,12200.0,Paris,Bachelor,Single,2023-07-25 04:06:07.236723672
62.0,81800.0,Male,40000.0,Madrid,Master,Divorced,2023-07-25 04:58:32.511251124
64.0,43800.0,Male,32900.0,Paris,High School,Single,2023-07-25 05:50:57.785778576
65.0,52200.0,Male,35000.0,Madrid,Bachelor,Single,2023-07-25 06:43:23.060306030
44.0,21600.0,Female,13000.0,Paris,Bachelor,,2023-07-25 07:35:48.334833482
40.0,,Female,23800.0,Paris,Bachelor,Single,2023-07-25 08:28:13.609360936
41.0,53400.0,Male,28700.0,Berlin,Bachelor,Married,2023-07-25 09:20:38.883888388
26.0,48700.0,Female,30700.0,Madrid,Master,Single,2023-07-25 10:13:04.158415840
52.0,41600.0,Male,19200.0,Rome,High School,Married,2023-07-25 11:05:29.432943294
68.0,,Female,21200.0,Paris,High School,Single,2023-07-25 11:57:54.707470746
37.0,67000.0,Male,37800.0,London,Bachelor,Married,2023-07-25 12:50:19.981998198
54.0,50500.0,Male,29800.0,Paris,Master,Single,2023-07-25 13:42:45.256525652
59.0,73100.0,Male,32300.0,Paris,High School,Divorced,2023-07-25 14:35:10.531053104
34.0,42100.0,Male,18600.0,Paris,Bachelor,Single,2023-07-25 15:27:35.805580558
64.0,43500.0,Male,34200.0,Paris,High School,Single,2023-07-25 16:20:01.080108010
48.0,62200.0,Female,49200.0,Madrid,Master,Single,
25.0,25700.0,Male,14700.0,Paris,Bachelor,Widowed,
32.0,31800.0,Female,22800.0,London,High School,Married,2023-07-25 18:57:16.903690368
48.0,66500.0,Male,44000.0,London,Bachelor,Single,
47.0,32400.0,Male,14500.0,Paris,Bachelor,Divorced,2023-07-25 20:42:07.452745274
63.0,22700.0,Male,11800.0,Rome,High School,Divorced,2023-07-25 21:34:32.727272726
,78000.0,,41000.0,Paris,Master,Married,2023-07-25 22:26:58.001800180
56.0,29100.0,Male,18600.0,Madrid,High School,Single,2023-07-25 23:19:23.276327632
29.0,52800.0,Female,33400.0,Madrid,High School,Single,2023-07-26 00:11:48.550855084
66.0,,Female,39200.0,Madrid,Bachelor,Single,2023-07-26 01:04:13.825382538
34.0,7800.0,Male,5600.0,Berlin,Master,Single,2023-07-26 01:56:39.099909990
,46000.0,,34200.0,Paris,High School,Divorced,2023-07-26 02:49:04.374437442
47.0,56700.0,Female,42900.0,Paris,Bachelor,Single,2023-07-26 03:41:29.648964896
46.0,55300.0,Female,39800.0,London,High School,Married,2023-07-26 04:33:54.923492348
36.0,63600.0,Male,33900.0,Paris,Master,Divorced,2023-07-26 05:26:20.198019802
63.0,44200.0,Male,21500.0,Berlin,High School,Married,2023-07-26 06:18:45.472547254
,60700.0,,38200.0,Berlin,Bachelor,Married,2023-07-26 07:11:10.747074706
51.0,39700.0,Male,26800.0,Paris,Bachelor,Married,2023-07-26 08:03:36.021602160
67.0,28800.0,Male,16000.0,Paris,High School,Married,2023-07-26 08:56:01.296129612
24.0,30500.0,Male,22500.0,Paris,High School,Single,2023-07-26 09:48:26.570657064
61.0,28100.0,Male,22000.0,London,High School,Married,2023-07-26 10:40:51.845184518
51.0,65100.0,Male,40900.0,Paris,Master,Married,2023-07-26 11:33:17.119711970
37.0,27300.0,Female,15900.0,London,High School,Single,2023-07-26 12:25:42.394239424
67.0,54100.0,Female,39900.0,London,Master,Married,2023-07-26 13:18:07.668766876
55.0,46000.0,Female,18800.0,Paris,High School,Single,2023-07-26 14:10:32.943294328
41.0,48500.0,Female,21900.0,London,High School,,2023-07-26 15:02:58.217821782
27.0,70500.0,Male,52000.0,London,Master,Married,2023-07-26 15:55:23.492349234
49.0,,Female,30100.0,London,Bachelor,Married,2023-07-26 16:47:48.766876686
69.0,59200.0,Female,33500.0,Rome,Bachelor,Married,2023-07-26 17:40:14.041404140
32.0,50600.0,Female,38200.0,Paris,Master,Single,2023-07-26 18:32:39.315931592
54.0,47700.0,Male,25800.0,London,PhD,,2023-07-26 19:25:04.590459046
37.0,84500.0,Male,55200.0,Madrid,High School,Married,2023-07-26 20:17:29.864986498
20.0,28400.0,Male,18600.0,Paris,High School,Single,2023-07-26 21:09:55.139513950
54.0,69300.0,Male,32800.0,London,High School,Single,2023-07-26 22:02:20.414041404
57.0,59800.0,Female,30700.0,London,Master,Married,2023-07-26 22:54:45.688568856
25.0,42800.0,Male,32800.0,London,High School,Married,2023-07-26 23:47:10.963096308
57.0,74400.0,Female,35200.0,Paris,Bachelor,Married,2023-07-27 00:39:36.237623762
61.0,22300.0,Male,10500.0,London,Master,Single,2023-07-27 01:32:01.512151214
40.0,42200.0,Male,25000.0,Paris,Bachelor,Married,2023-07-27 02:24:26.786678666
57.0,31900.0,Male,13900.0,London,High School,Married,2023-07-27 03:16:52.061206120
28.0,56200.0,Male,42600.0,London,High School,Single,2023-07-27 04:09:17.335733572
63.0,33300.0,Male,14700.0,London,High School,Single,2023-07-27 05:01:42.610261026
25.0,56500.0,Male,36500.0,London,High School,Single,2023-07-27 05:54:07.884788478
46.0,47200.0,Male,25300.0,Paris,High School,Married,2023-07-27 06:46:33.159315930
47.0,42800.0,Female,30900.0,Paris,High School,Married,2023-07-27 07:38:58.433843384
27.0,55800.0,Male,35500.0,Paris,Master,Single,2023-07-27 08:31:23.708370836
56.0,46000.0,Female,25500.0,Paris,PhD,Single,2023-07-27 09:23:48.982898288
45.0,33700.0,Male,26700.0,London,PhD,Married,2023-07-27 10:16:14.257425742
66.0,92000.0,Male,39200.0,London,High School,Single,2023-07-27 11:08:39.531953194
53.0,42700.0,Male,26900.0,Paris,Master,Single,2023-07-27 12:01:04.806480648
30.0,,Female,13300.0,Madrid,Bachelor,Married,2023-07-27 12:53:30.081008100
49.0,37400.0,Male,25300.0,London,Master,Married,2023-07-27 13:45:55.355535552
53.0,31000.0,Male,21600.0,Paris,Master,,2023-07-27 14:38:20.630063006
54.0,62400.0,Female,25800.0,Paris,PhD,Married,2023-07-27 15:30:45.904590458
43.0,54800.0,Male,22400.0,London,High School,Married,2023-07-27 16:23:11.179117910
39.0,56000.0,Male,23200.0,Paris,Bachelor,Married,2023-07-27 17:15:36.453645364
21.0,44400.0,Female,35400.0,Madrid,Bachelor,Married,2023-07-27 18:08:01.728172816
48.0,45800.0,Male,36300.0,London,High School,Married,2023-07-27 19:00:27.002700270
,44400.0,,23700.0,Madrid,High School,Married,2023-07-27 19:52:52.277227722
55.0,48800.0,Male,25200.0,Paris,High School,Widowed,2023-07-27 20:45:17.551755174
41.0,62500.0,Male,28600.0,London,Master,Single,2023-07-27 21:37:42.826282628
40.0,55000.0,Male,29200.0,Madrid,Master,Single,2023-07-27 22:30:08.100810080
39.0,57500.0,Male,31500.0,Paris,Bachelor,Married,2023-07-27 23:22:33.375337532
19.0,57500.0,Female,40200.0,Paris,Bachelor,Married,2023-07-28 00:14:58.649864986
48.0,63300.0,Male,47300.0,London,High School,Married,2023-07-28 01:07:23.924392438
28.0,54300.0,Male,37900.0,Rome,Bachelor,Divorced,2023-07-28 01:59:49.198919892
45.0,55400.0,Female,36500.0,London,High School,Single,2023-07-28 02:52:14.473447344
63.0,67800.0,Male,47900.0,London,High School,Divorced,2023-07-28 03:44:39.747974796
49.0,40000.0,Female,27800.0,London,Master,Single,2023-07-28 04:37:05.022502250
22.0,,Female,22000.0,Paris,Bachelor,,2023-07-28 05:29:30.297029702
55.0,32200.0,Male,17200.0,London,Bachelor,Married,2023-07-28 06:21:55.571557154
27.0,52700.0,Male,27000.0,Paris,High School,Single,2023-07-28 07:14:20.846084608
57.0,22200.0,Female,14900.0,Paris,High School,Married,2023-07-28 08:06:46.120612060
63.0,,Female,44600.0,Berlin,Bachelor,Single,2023-07-28 08:59:11.395139514
41.0,48400.0,Male,30600.0,London,High School,Single,2023-07-28 09:51:36.669666966
52.0,67000.0,Male,51300.0,Rome,High School,,2023-07-28 10:44:01.944194418
61.0,39900.0,Male,16200.0,Paris,High School,Single,2023-07-28 11:36:27.218721872
65.0,47000.0,Male,33700.0,Paris,High School,Married,2023-07-28 12:28:52.493249324
40.0,66800.0,Male,49500.0,Berlin,High School,Single,2023-07-28 13:21:17.767776776
34.0,70700.0,Male,,Paris,High School,Widowed,2023-07-28 14:13:43.042304228
18.0,39800.0,Female,30800.0,Paris,Bachelor,Single,2023-07-28 15:06:08.316831684
48.0,52700.0,Male,33500.0,London,High School,Married,2023-07-28 15:58:33.591359136
48.0,54400.0,Female,27000.0,Paris,High School,Widowed,2023-07-28 16:50:58.865886588
59.0,55600.0,Male,27000.0,Rome,Master,Single,2023-07-28 17:43:24.140414040
59.0,46100.0,Male,28700.0,London,High School,Single,2023-07-28 18:35:49.414941492
51.0,69200.0,Male,52800.0,Madrid,High School,Single,2023-07-28 19:28:14.689468944
26.0,21700.0,Male,9300.0,Madrid,High School,Divorced,2023-07-28 20:20:39.963996400
39.0,43700.0,Male,28000.0,Paris,High School,Married,2023-07-28 21:13:05.238523852
30.0,56700.0,Female,40100.0,Berlin,High School,Single,2023-07-28 22:05:30.513051304
,56900.0,,25400.0,Paris,Bachelor,Single,2023-07-28 22:57:55.787578756
65.0,70300.0,Female,31400.0,Paris,High School,Married,2023-07-28 23:50:21.062106208
35.0,68000.0,Male,37200.0,Madrid,High School,Married,2023-07-29 00:42:46.336633664
68.0,45700.0,Male,23300.0,Paris,High School,Single,2023-07-29 01:35:11.611161116
29.0,69500.0,Male,33300.0,Paris,High School,Married,2023-07-29 02:27:36.885688568
57.0,39300.0,Female,18800.0,Paris,High School,Widowed,2023-07-29 03:20:02.160216020
34.0,64000.0,Male,28900.0,Paris,High School,Single,2023-07-29 04:12:27.434743472
32.0,77200.0,Male,49700.0,London,Master,Single,2023-07-29 05:04:52.709270928
59.0,68200.0,Female,46100.0,London,High School,Married,2023-07-29 05:57:17.983798380
32.0,51600.0,Female,35100.0,London,PhD,Married,2023-07-29 06:49:43.258325832
32.0,45000.0,Male,27600.0,Madrid,PhD,Widowed,2023-07-29 07:42:08.532853284
56.0,27100.0,Female,21200.0,Paris,Bachelor,Divorced,2023-07-29 08:34:33.807380736
30.0,54700.0,Male,41100.0,Paris,Bachelor,Single,2023-07-29 09:26:59.081908188
34.0,,Female,26100.0,Paris,Master,Married,2023-07-29 10:19:24.356435644
49.0,38100.0,Male,21200.0,Berlin,High School,Married,2023-07-29 11:11:49.630963096
26.0,32100.0,Male,24100.0,London,High School,Single,2023-07-29 12:04:14.905490548
57.0,43100.0,Male,30400.0,Rome,High School,Single,2023-07-29 12:56:40.180018000
37.0,49600.0,Male,26600.0,London,Bachelor,Married,2023-07-29 13:49:05.454545452
43.0,54100.0,Male,23900.0,Paris,High School,Single,2023-07-29 14:41:30.729072908
44.0,41000.0,Female,27600.0,Paris,Master,Married,2023-07-29 15:33:56.003600360
38.0,,Female,30000.0,London,High School,Single,2023-07-29 16:26:21.278127812
35.0,46900.0,Male,24300.0,London,Master,Married,2023-07-29 17:18:46.552655264
30.0,38200.0,Male,22900.0,Paris,High School,Single,2023-07-29 18:11:11.827182716
33.0,53400.0,Male,35900.0,London,Bachelor,Divorced,2023-07-29 19:03:37.101710172
26.0,79500.0,Male,61300.0,Madrid,Bachelor,Single,2023-07-29 19:56:02.376237624
29.0,55000.0,Female,35100.0,Berlin,High School,Divorced,2023-07-29 20:48:27.650765076
61.0,44600.0,Male,29800.0,London,Master,Single,2023-07-29 21:40:52.925292528
55.0,27100.0,Male,14200.0,Berlin,High School,,2023-07-29 22:33:18.199819980
36.0,46700.0,Male,31500.0,Paris,High School,Single,2023-07-29 23:25:43.474347432
24.0,53500.0,Male,30800.0,Paris,PhD,Married,2023-07-30 00:18:08.748874888
52.0,44200.0,Male,32800.0,Paris,High School,Married,2023-07-30 01:10:34.023402340
65.0,25000.0,Male,13900.0,Paris,High School,Married,2023-07-30 02:02:59.297929792
35.0,37200.0,Male,21800.0,Madrid,High School,Married,2023-07-30 02:55:24.572457244
33.0,71800.0,Male,41100.0,Paris,Bachelor,Single,2023-07-30 03:47:49.846984696
56.0,71500.0,Male,51800.0,London,Bachelor,Married,2023-07-30 04:40:15.121512152
21.0,36700.0,Male,28700.0,London,Bachelor,Widowed,2023-07-30 05:32:40.396039604
42.0,60100.0,Male,31900.0,London,Bachelor,Married,2023-07-30 06:25:05.670567056
,32300.0,,19100.0,London,High School,Widowed,2023-07-30 07:17:30.945094508
57.0,71100.0,Male,48500.0,London,High School,Single,2023-07-30 08:09:56.219621960
30.0,53700.0,Female,40700.0,London,Bachelor,Married,2023-07-30 09:02:21.494149416
62.0,64200.0,Male,38400.0,Madrid,Bachelor,Married,2023-07-30 09:54:46.768676868
34.0,24300.0,Male,10800.0,Paris,High School,Married,2023-07-30 10:47:12.043204320
66.0,60200.0,Male,33000.0,Paris,High School,Married,2023-07-30 11:39:37.317731772
54.0,49900.0,Male,30900.0,London,Master,Single,2023-07-30 12:32:02.592259224
23.0,,Female,35600.0,Paris,Master,Married,
,63700.0,,30200.0,London,Bachelor,Divorced,2023-07-30 14:16:53.141314132
30.0,51000.0,Male,21200.0,Rome,High School,Single,2023-07-30 15:09:18.415841584
43.0,41000.0,Female,27700.0,Berlin,Bachelor,Widowed,2023-07-30 16:01:43.690369036
31.0,61700.0,Male,49200.0,Madrid,High School,Single,2023-07-30 16:54:08.964896488
48.0,49100.0,Male,37700.0,Paris,Bachelor,Single,2023-07-30 17:46:34.239423940
21.0,36900.0,Male,24800.0,Paris,Bachelor,Single,2023-07-30 18:38:59.513951396
56.0,36200.0,Male,26700.0,Berlin,High School,Married,2023-07-30 19:31:24.788478848
25.0,27800.0,Male,14000.0,Berlin,High School,,2023-07-30 20:23:50.063006300
42.0,42300.0,Male,27500.0,London,Bachelor,Married,2023-07-30 21:16:15.337533752
30.0,66500.0,Female,28200.0,Madrid,Master,Married,2023-07-30 22:08:40.612061204
49.0,52700.0,Female,36000.0,Rome,Bachelor,Single,2023-07-30 23:01:05.886588656
55.0,42100.0,Male,33200.0,London,Bachelor,Single,2023-07-30 23:53:31.161116112
55.0,62100.0,Male,46200.0,Paris,High School,Single,2023-07-31 00:45:56.435643564
45.0,37500.0,Male,23000.0,London,Bachelor,Married,2023-07-31 01:38:21.710171016
47.0,51400.0,Male,36800.0,Rome,Bachelor,Single,2023-07-31 02:30:46.984698468
20.0,47300.0,Male,36800.0,Paris,High School,Single,2023-07-31 03:23:12.259225920
45.0,61700.0,Female,30000.0,London,Bachelor,Widowed,2023-07-31 04:15:37.533753376
20.0,26300.0,Female,18900.0,London,Bachelor,Married,2023-07-31 05:08:02.808280828
62.0,37200.0,Male,18900.0,Paris,Bachelor,Married,2023-07-31 06:00:28.082808280
51.0,25400.0,Male,19100.0,London,High School,Married,2023-07-31 06:52:53.357335732
33.0,46100.0,Male,20300.0,Paris,High School,Single,2023-07-31 07:45:18.631863184
39.0,68200.0,Male,32100.0,Madrid,PhD,Married,2023-07-31 08:37:43.906390640
49.0,42400.0,Male,29200.0,Berlin,High School,Widowed,2023-07-31 09:30:09.180918092
55.0,42300.0,Male,19900.0,Berlin,High School,Divorced,
25.0,63100.0,Male,29200.0,Paris,Master,Single,2023-07-31 11:14:59.729972996
25.0,66000.0,Male,41100.0,Paris,High School,Single,2023-07-31 12:07:25.004500448
23.0,48700.0,Male,35700.0,Madrid,High School,Widowed,2023-07-31 12:59:50.279027900
31.0,60300.0,Female,30600.0,Paris,High School,Single,2023-07-31 13:52:15.553555356
49.0,33800.0,Male,24900.0,Paris,PhD,Married,2023-07-31 14:44:40.828082808
52.0,70700.0,Male,51100.0,Paris,High School,Single,2023-07-31 15:37:06.102610260
27.0,82200.0,Male,51900.0,London,Bachelor,,2023-07-31 16:29:31.377137712
20.0,57800.0,Male,38100.0,Paris,Bachelor,Single,2023-07-31 17:21:56.651665164
29.0,18700.0,Female,7800.0,London,High School,Married,2023-07-31 18:14:21.926192620
66.0,41600.0,Male,22700.0,Berlin,High School,Single,2023-07-31 19:06:47.200720072
,59200.0,,29900.0,London,High School,Single,2023-07-31 19:59:12.475247524
46.0,43700.0,Male,20100.0,Madrid,PhD,,2023-07-31 20:51:37.749774976
22.0,69100.0,Male,38400.0,Paris,Master,Single,2023-07-31 21:44:03.024302428
69.0,58800.0,Male,31900.0,London,Master,Single,2023-07-31 22:36:28.298829884
42.0,39400.0,Male,27200.0,Paris,High School,Single,
58.0,50500.0,Male,32300.0,Madrid,High School,Single,2023-08-01 00:21:18.847884788
48.0,36600.0,Female,28000.0,Madrid,Bachelor,Widowed,
38.0,47300.0,Male,21700.0,Paris,Bachelor,Single,2023-08-01 02:06:09.396939692
37.0,41700.0,Male,17700.0,Paris,Bachelor,Divorced,2023-08-01 02:58:34.671467144
56.0,67600.0,Male,41500.0,Paris,Master,Single,2023-08-01 03:50:59.945994600
39.0,81700.0,Male,32700.0,Madrid,Master,Single,2023-08-01 04:43:25.220522052
21.0,28500.0,Male,20400.0,London,High School,Married,2023-08-01 05:35:50.495049504
30.0,21200.0,Male,12800.0,Madrid,Bachelor,Single,2023-08-01 06:28:15.769576956
62.0,46300.0,Male,27600.0,Paris,Bachelor,Married,2023-08-01 07:20:41.044104408
59.0,27200.0,Male,14800.0,London,Bachelor,,2023-08-01 08:13:06.318631864
,50700.0,,27900.0,London,Bachelor,Married,2023-08-01 09:05:31.593159316
66.0,61200.0,Female,35000.0,Madrid,Master,Divorced,2023-08-01 09:57:56.867686768
37.0,72400.0,Male,29400.0,Paris,Bachelor,Widowed,2023-08-01 10:50:22.142214220
69.0,53000.0,Female,23000.0,Paris,High School,Married,2023-08-01 11:42:47.416741672
,47100.0,,28400.0,Madrid,High School,Married,2023-08-01 12:35:12.691269124
34.0,20300.0,Male,9300.0,Paris,Master,Single,2023-08-01 13:27:37.965796580
53.0,50400.0,Male,35900.0,London,Master,Married,
50.0,51100.0,Male,26100.0,London,High School,Widowed,2023-08-01 15:12:28.514851484
18.0,59600.0,Male,26200.0,Paris,Bachelor,Single,2023-08-01 16:04:53.789378936
32.0,39400.0,Female,19500.0,Paris,High School,Married,2023-08-01 16:57:19.063906388
30.0,,Female,23600.0,Berlin,High School,Married,2023-08-01 17:49:44.338433844
34.0,27800.0,Female,11500.0,Paris,High School,Married,2023-08-01 18:42:09.612961296
41.0,15600.0,Male,7100.0,Paris,High School,Married,2023-08-01 19:34:34.887488748
25.0,33400.0,Male,17700.0,Berlin,High School,Single,2023-08-01 20:27:00.162016200
67.0,26400.0,Male,13800.0,Rome,Bachelor,Married,2023-08-01 21:19:25.436543652
,55100.0,,39700.0,Berlin,Master,Single,2023-08-01 22:11:50.711071108
62.0,42200.0,Male,31100.0,Berlin,Bachelor,Married,2023-08-01 23:04:15.985598560
40.0,41900.0,Male,20000.0,Madrid,High School,Single,2023-08-01 23:56:41.260126012
,35200.0,,15800.0,Berlin,High School,Divorced,2023-08-02 00:49:06.534653464
25.0,1500.0,Male,1000.0,Rome,High School,Married,2023-08-02 01:41:31.809180916
25.0,72600.0,Female,52400.0,Berlin,High School,Married,2023-08-02 02:33:57.083708368
43.0,35000.0,Male,27500.0,London,Master,Single,2023-08-02 03:26:22.358235824
64.0,43800.0,Female,17600.0,London,High School,Married,2023-08-02 04:18:47.632763276
30.0,28200.0,Female,15900.0,Madrid,High School,Divorced,2023-08-02 05:11:12.907290728
56.0,,Female,44800.0,London,High School,Married,2023-08-02 06:03:38.181818180
54.0,52200.0,Female,38200.0,Berlin,Master,Widowed,2023-08-02 06:56:03.456345632
66.0,37600.0,Male,16000.0,Paris,Bachelor,Single,2023-08-02 07:48:28.730873088
45.0,44100.0,Male,29600.0,Madrid,Bachelor,Married,2023-08-02 08:40:54.005400540
42.0,75200.0,Female,38800.0,London,Bachelor,Married,
33.0,,Female,21000.0,Paris,High School,Single,2023-08-02 10:25:44.554455444
19.0,47300.0,Male,28200.0,Berlin,PhD,Married,2023-08-02 11:18:09.828982896
