age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
43.0,management,married,secondary,no,445,no,no,cellular,22,aug,108.0,18,-1,0,
30.0,technician,single,tertiary,no,0,no,no,cellular,22,aug,121.0,2,-1,0,
31.0,technician,married,secondary,no,298,no,no,cellular,22,aug,436.0,5,-1,0,
30.0,self-employed,married,tertiary,no,-517,yes,yes,cellular,22,aug,123.0,2,-1,0,
34.0,technician,single,tertiary,no,632,no,no,cellular,22,aug,215.0,10,-1,0,
48.0,blue-collar,married,primary,no,2519,no,no,telephone,22,aug,105.0,5,-1,0,
30.0,services,married,secondary,no,475,no,no,cellular,22,aug,192.0,5,-1,0,
37.0,technician,married,tertiary,no,2043,no,no,cellular,22,aug,143.0,4,-1,0,
53.0,unemployed,divorced,secondary,no,468,no,no,cellular,22,aug,153.0,6,-1,0,
31.0,technician,divorced,tertiary,no,75,no,no,cellular,22,aug,34.0,9,-1,0,
34.0,technician,married,tertiary,no,23,no,no,cellular,22,aug,289.0,6,-1,0,
35.0,management,married,tertiary,no,94,no,no,cellular,22,aug,239.0,3,-1,0,
47.0,blue-collar,married,secondary,no,4709,no,no,cellular,22,aug,78.0,4,-1,0,
54.0,management,divorced,secondary,no,2762,no,no,cellular,22,aug,309.0,7,-1,0,
59.0,admin.,married,secondary,no,6264,no,no,cellular,22,aug,353.0,16,-1,0,
45.0,services,married,secondary,no,1064,no,no,cellular,22,aug,210.0,6,-1,0,
49.0,technician,married,secondary,no,702,no,no,telephone,22,aug,145.0,7,-1,0,
38.0,housemaid,married,secondary,no,316,no,no,cellular,22,aug,101.0,4,-1,0,
32.0,management,married,tertiary,no,26,no,no,cellular,22,aug,222.0,6,-1,0,
46.0,housemaid,married,primary,no,304,no,no,cellular,22,aug,166.0,5,-1,0,
55.0,blue-collar,married,secondary,no,176,no,yes,cellular,22,aug,140.0,11,-1,0,
58.0,blue-collar,married,primary,no,4354,yes,no,cellular,22,aug,98.0,7,-1,0,
51.0,technician,married,secondary,no,130,no,no,cellular,22,aug,547.0,3,-1,0,
37.0,management,married,tertiary,no,49,no,yes,cellular,22,aug,132.0,1,-1,0,
50.0,services,single,secondary,no,321,no,no,telephone,22,aug,90.0,11,-1,0,
47.0,blue-collar,married,secondary,no,-18,no,yes,cellular,22,aug,155.0,2,-1,0,
53.0,services,married,secondary,no,1,no,no,cellular,22,aug,120.0,10,-1,0,
51.0,management,married,tertiary,no,79,no,yes,cellular,22,aug,209.0,7,-1,0,
33.0,management,single,tertiary,no,349,no,no,cellular,22,aug,182.0,1,-1,0,
60.0,blue-collar,married,primary,no,0,no,no,cellular,22,aug,195.0,1,-1,0,
49.0,blue-collar,married,primary,no,239,no,no,cellular,22,aug,90.0,3,-1,0,
49.0,blue-collar,married,primary,no,397,no,no,cellular,22,aug,263.0,1,-1,0,
47.0,blue-collar,married,primary,no,0,no,no,cellular,22,aug,98.0,3,-1,0,
32.0,self-employed,married,tertiary,no,102,no,no,cellular,22,aug,398.0,5,-1,0,
37.0,housemaid,married,primary,no,655,yes,no,cellular,22,aug,160.0,1,-1,0,
30.0,technician,married,secondary,no,394,no,no,cellular,22,aug,216.0,13,-1,0,
38.0,management,married,tertiary,no,441,yes,yes,cellular,22,aug,82.0,7,-1,0,
53.0,housemaid,married,,no,0,no,no,cellular,22,aug,207.0,1,-1,0,
44.0,self-employed,married,secondary,no,465,no,no,cellular,22,aug,160.0,1,-1,0,
31.0,technician,single,secondary,no,-466,no,no,cellular,22,aug,142.0,1,-1,0,
40.0,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197.0,5,-1,0,
41.0,management,divorced,tertiary,no,369,yes,no,telephone,22,aug,9.0,3,-1,0,
44.0,technician,married,secondary,no,56,no,no,cellular,22,aug,148.0,8,-1,0,
30.0,management,divorced,tertiary,no,0,no,no,cellular,22,aug,209.0,2,-1,0,
33.0,technician,married,tertiary,no,29,no,no,cellular,22,aug,94.0,1,-1,0,
33.0,technician,single,secondary,no,635,no,no,cellular,22,aug,124.0,1,-1,0,
31.0,management,single,tertiary,no,34,no,no,cellular,22,aug,121.0,1,-1,0,
33.0,management,single,secondary,no,15,no,no,cellular,22,aug,199.0,1,-1,0,
32.0,management,married,tertiary,no,2172,yes,no,cellular,22,aug,306.0,4,-1,0,
57.0,housemaid,married,,no,0,no,no,cellular,22,aug,173.0,1,-1,0,
44.0,housemaid,married,primary,no,41,no,no,cellular,22,aug,299.0,1,-1,0,
41.0,housemaid,married,primary,no,46,no,no,cellular,22,aug,268.0,1,-1,0,
40.0,management,married,secondary,no,830,no,no,cellular,22,aug,155.0,6,-1,0,
59.0,blue-collar,married,primary,no,63,no,no,cellular,22,aug,176.0,6,-1,0,
35.0,technician,single,secondary,no,126,no,no,cellular,22,aug,112.0,2,-1,0,
33.0,technician,single,tertiary,no,0,no,no,cellular,22,aug,135.0,3,-1,0,
33.0,technician,single,secondary,no,0,no,no,cellular,22,aug,208.0,1,-1,0,
33.0,,married,tertiary,no,8971,no,no,cellular,22,aug,138.0,1,-1,0,
45.0,technician,single,secondary,no,11,no,no,cellular,22,aug,247.0,1,-1,0,
35.0,technician,single,secondary,no,24,no,no,cellular,22,aug,392.0,1,-1,0,
52.0,self-employed,married,tertiary,no,583,yes,no,cellular,22,aug,132.0,1,-1,0,
58.0,services,married,secondary,no,818,no,no,cellular,22,aug,283.0,1,-1,0,
60.0,retired,married,,no,963,no,no,cellular,22,aug,148.0,10,-1,0,
51.0,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735.0,1,-1,0,
39.0,technician,married,secondary,no,140,no,no,cellular,22,aug,110.0,1,-1,0,
34.0,management,single,tertiary,no,0,no,no,cellular,22,aug,174.0,1,-1,0,
38.0,technician,married,secondary,no,299,no,no,cellular,22,aug,200.0,1,-1,0,
33.0,management,married,tertiary,no,52,no,no,cellular,22,aug,311.0,1,-1,0,
32.0,technician,divorced,tertiary,no,53,no,no,cellular,22,aug,671.0,2,-1,0,
50.0,services,married,secondary,no,26394,no,no,cellular,25,aug,206.0,4,-1,0,
31.0,technician,married,tertiary,no,1385,no,no,cellular,25,aug,116.0,8,-1,0,
31.0,technician,single,secondary,no,4028,no,yes,cellular,25,aug,139.0,5,-1,0,
60.0,retired,married,secondary,no,0,no,no,cellular,25,aug,87.0,2,-1,0,
46.0,technician,married,secondary,no,520,no,no,cellular,25,aug,61.0,4,-1,0,
57.0,retired,married,primary,no,3518,yes,no,cellular,25,aug,626.0,3,-1,0,
50.0,blue-collar,married,primary,no,19,no,no,cellular,25,aug,103.0,3,-1,0,
39.0,technician,divorced,secondary,no,115,no,no,cellular,25,aug,116.0,9,-1,0,
50.0,management,married,tertiary,no,135,no,no,cellular,25,aug,162.0,4,-1,0,
36.0,management,married,tertiary,no,591,yes,no,cellular,25,aug,,5,-1,0,
36.0,management,single,tertiary,no,86,no,no,cellular,25,aug,48.0,4,-1,0,
58.0,technician,married,tertiary,no,0,no,no,cellular,25,aug,540.0,4,-1,0,
31.0,management,single,tertiary,no,0,no,no,cellular,25,aug,191.0,5,-1,0,
30.0,management,single,tertiary,no,77,no,no,cellular,25,aug,342.0,3,-1,0,
52.0,services,married,secondary,no,381,no,yes,cellular,25,aug,288.0,12,-1,0,
53.0,,married,,no,0,no,no,cellular,25,aug,209.0,5,-1,0,
51.0,technician,married,tertiary,no,-3,no,no,cellular,25,aug,91.0,9,-1,0,
33.0,technician,single,secondary,no,-32,no,no,cellular,25,aug,196.0,12,-1,0,
48.0,management,divorced,tertiary,no,0,no,no,cellular,25,aug,110.0,3,-1,0,
60.0,retired,married,primary,no,155,no,no,cellular,25,aug,115.0,7,-1,0,
50.0,management,divorced,tertiary,no,0,no,no,cellular,25,aug,57.0,3,-1,0,
59.0,blue-collar,married,primary,no,6271,yes,no,cellular,25,aug,102.0,5,-1,0,
33.0,technician,single,tertiary,no,137,no,no,cellular,25,aug,88.0,4,-1,0,
37.0,self-employed,married,secondary,no,119,no,no,cellular,25,aug,68.0,4,-1,0,
45.0,blue-collar,married,primary,no,185,no,no,cellular,25,aug,78.0,4,-1,0,
47.0,management,married,secondary,no,1083,no,no,cellular,25,aug,141.0,4,-1,0,
41.0,technician,married,secondary,no,2039,no,no,cellular,25,aug,160.0,4,-1,0,
52.0,management,married,tertiary,no,967,no,no,cellular,25,aug,472.0,10,-1,0,
35.0,technician,single,tertiary,no,275,yes,no,cellular,25,aug,63.0,5,-1,0,
34.0,technician,married,secondary,no,47,no,no,cellular,25,aug,132.0,6,-1,0,
36.0,management,married,tertiary,no,1235,no,no,cellular,25,aug,85.0,6,-1,0,
32.0,technician,married,secondary,yes,4,yes,yes,cellular,25,aug,132.0,8,-1,0,
36.0,management,married,tertiary,no,3874,no,no,cellular,25,aug,425.0,6,-1,0,
58.0,blue-collar,married,,no,9,no,no,cellular,25,aug,50.0,23,-1,0,
43.0,technician,married,secondary,no,136,no,no,cellular,25,aug,363.0,7,-1,0,
55.0,blue-collar,married,secondary,no,467,no,no,cellular,25,aug,129.0,5,-1,0,
33.0,technician,single,secondary,no,161,no,no,cellular,25,aug,66.0,9,-1,0,
51.0,blue-collar,married,primary,no,581,no,no,cellular,25,aug,121.0,4,-1,0,
43.0,management,married,tertiary,no,676,no,no,cellular,25,aug,143.0,4,-1,0,
33.0,technician,single,secondary,no,9,no,yes,cellular,25,aug,145.0,8,-1,0,
32.0,technician,married,secondary,no,1840,yes,no,cellular,25,aug,99.0,13,-1,0,
37.0,management,married,tertiary,no,0,no,no,cellular,25,aug,112.0,4,-1,0,
48.0,management,single,tertiary,no,830,no,no,cellular,25,aug,961.0,4,-1,0,
40.0,technician,divorced,secondary,no,237,no,no,cellular,25,aug,87.0,5,-1,0,
30.0,technician,married,secondary,no,384,no,no,cellular,25,aug,73.0,3,-1,0,
37.0,management,married,tertiary,no,566,no,no,cellular,25,aug,463.0,4,-1,0,
46.0,admin.,married,secondary,no,1083,no,no,cellular,25,aug,67.0,9,-1,0,
53.0,technician,divorced,secondary,no,394,no,no,cellular,25,aug,103.0,5,-1,0,
38.0,management,divorced,tertiary,no,2350,no,no,cellular,25,aug,234.0,12,-1,0,
49.0,admin.,married,secondary,no,635,no,no,cellular,25,aug,220.0,3,-1,0,
33.0,management,single,tertiary,no,9135,yes,no,cellular,25,aug,80.0,4,-1,0,
56.0,blue-collar,married,,no,3197,no,no,cellular,25,aug,83.0,13,-1,0,
34.0,technician,single,secondary,no,1174,no,no,cellular,25,aug,136.0,17,-1,0,
32.0,technician,married,secondary,no,79,yes,no,cellular,25,aug,417.0,4,-1,0,
46.0,blue-collar,married,primary,no,575,no,no,cellular,25,aug,129.0,3,-1,0,
38.0,technician,divorced,secondary,no,631,yes,no,cellular,25,aug,343.0,2,-1,0,
44.0,management,divorced,tertiary,no,96,no,no,cellular,25,aug,119.0,2,-1,0,
42.0,technician,divorced,tertiary,no,343,no,no,cellular,25,aug,87.0,4,-1,0,
46.0,blue-collar,married,secondary,no,519,yes,no,cellular,25,aug,217.0,6,-1,0,
45.0,blue-collar,married,secondary,no,221,no,yes,cellular,25,aug,153.0,4,-1,0,
49.0,blue-collar,married,secondary,no,1860,no,no,cellular,25,aug,150.0,3,-1,0,
42.0,management,single,tertiary,no,0,no,no,cellular,25,aug,129.0,4,-1,0,
54.0,housemaid,married,primary,no,470,no,no,cellular,25,aug,,6,-1,0,
47.0,technician,married,tertiary,no,52,no,no,cellular,25,aug,93.0,5,-1,0,
54.0,blue-collar,married,primary,no,211,no,no,cellular,25,aug,160.0,6,-1,0,
43.0,technician,married,secondary,no,246,no,no,cellular,25,aug,113.0,6,-1,0,
52.0,management,single,tertiary,no,597,no,no,cellular,25,aug,84.0,4,-1,0,
33.0,management,single,tertiary,no,-2,no,yes,cellular,25,aug,147.0,6,-1,0,
49.0,housemaid,married,primary,no,-75,no,yes,cellular,25,aug,125.0,4,-1,0,
60.0,retired,married,tertiary,no,0,no,no,cellular,25,aug,101.0,3,-1,0,
32.0,management,married,tertiary,no,1232,no,no,cellular,25,aug,97.0,4,-1,0,
30.0,technician,single,secondary,no,175,no,no,cellular,25,aug,167.0,4,-1,0,
34.0,technician,married,secondary,no,545,yes,no,cellular,25,aug,96.0,4,-1,0,
37.0,technician,married,secondary,no,5380,no,no,cellular,25,aug,123.0,6,-1,0,
36.0,management,married,tertiary,no,46,no,no,cellular,25,aug,84.0,4,-1,0,
39.0,management,single,tertiary,no,0,no,no,cellular,25,aug,342.0,5,-1,0,
33.0,housemaid,married,primary,no,2054,no,no,cellular,25,aug,472.0,6,-1,0,
49.0,management,divorced,tertiary,no,112,no,no,cellular,25,aug,62.0,10,-1,0,
47.0,technician,married,secondary,no,1990,yes,yes,cellular,25,aug,108.0,4,-1,0,
46.0,management,married,secondary,no,0,no,no,telephone,25,aug,67.0,10,-1,0,
33.0,management,single,tertiary,no,369,no,no,cellular,25,aug,143.0,10,-1,0,
43.0,housemaid,married,primary,no,0,yes,no,cellular,25,aug,152.0,3,-1,0,
54.0,self-employed,married,secondary,no,745,no,yes,cellular,25,aug,110.0,6,-1,0,
39.0,technician,single,tertiary,no,-41,no,yes,cellular,25,aug,40.0,15,-1,0,
58.0,blue-collar,married,primary,no,0,no,no,telephone,25,aug,176.0,5,-1,0,
59.0,technician,married,secondary,no,283,no,no,cellular,25,aug,272.0,4,-1,0,
51.0,housemaid,married,secondary,no,603,no,no,cellular,25,aug,122.0,3,-1,0,
40.0,technician,married,secondary,no,214,no,no,cellular,25,aug,59.0,6,-1,0,
56.0,management,single,tertiary,no,3694,no,no,cellular,25,aug,57.0,4,-1,0,
41.0,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,aug,463.0,22,-1,0,
30.0,management,single,tertiary,no,171,no,no,cellular,25,aug,301.0,4,-1,0,
45.0,self-employed,married,secondary,no,-124,no,no,cellular,25,aug,343.0,4,-1,0,
35.0,technician,single,tertiary,no,2650,no,no,cellular,25,aug,133.0,8,-1,0,
33.0,management,married,tertiary,no,584,yes,no,cellular,25,aug,508.0,5,-1,0,
49.0,housemaid,married,secondary,no,905,no,no,cellular,25,aug,102.0,4,-1,0,
45.0,technician,single,secondary,no,21,yes,no,cellular,25,aug,72.0,3,-1,0,
37.0,technician,married,tertiary,no,905,yes,no,cellular,25,aug,111.0,7,-1,0,
59.0,blue-collar,married,primary,no,-546,no,no,cellular,25,aug,1152.0,6,-1,0,
54.0,housemaid,married,primary,no,182,no,no,cellular,25,aug,284.0,4,-1,0,
38.0,management,married,tertiary,no,1463,yes,no,cellular,25,aug,425.0,4,-1,0,
35.0,management,divorced,tertiary,no,29,no,no,cellular,25,aug,,4,-1,0,
33.0,technician,married,tertiary,no,74,no,no,cellular,25,aug,116.0,4,-1,0,
37.0,unemployed,divorced,tertiary,no,1085,no,no,cellular,25,aug,146.0,4,-1,0,
30.0,management,married,tertiary,no,42,no,no,cellular,25,aug,115.0,6,-1,0,
52.0,technician,married,secondary,no,3431,no,no,cellular,25,aug,72.0,4,-1,0,
45.0,admin.,married,secondary,no,309,no,no,cellular,25,aug,72.0,4,-1,0,
33.0,technician,married,secondary,no,0,no,no,cellular,25,aug,72.0,2,-1,0,
34.0,technician,married,tertiary,no,11126,no,no,cellular,25,aug,140.0,4,-1,0,
36.0,technician,single,secondary,no,351,no,no,cellular,25,aug,88.0,3,-1,0,
49.0,technician,married,secondary,no,626,yes,no,cellular,25,aug,90.0,4,-1,0,
54.0,blue-collar,married,secondary,no,497,yes,no,cellular,25,aug,150.0,4,-1,0,
33.0,unemployed,single,secondary,no,0,yes,yes,cellular,25,aug,159.0,2,-1,0,
54.0,blue-collar,married,secondary,no,2059,yes,no,cellular,25,aug,177.0,4,-1,0,
58.0,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606.0,6,-1,0,
33.0,technician,married,secondary,no,430,no,no,cellular,25,aug,250.0,2,-1,0,
36.0,technician,married,secondary,no,0,no,no,cellular,25,aug,248.0,2,-1,0,
30.0,management,married,tertiary,no,604,no,no,cellular,25,aug,132.0,2,-1,0,
36.0,management,divorced,tertiary,no,2397,no,no,cellular,25,aug,93.0,9,-1,0,
44.0,management,married,tertiary,no,-68,no,yes,cellular,25,aug,121.0,4,-1,0,
39.0,technician,married,secondary,no,3825,no,yes,cellular,25,aug,94.0,6,-1,0,
55.0,management,single,tertiary,no,43074,yes,no,cellular,25,aug,92.0,6,-1,0,
55.0,management,divorced,tertiary,no,407,yes,yes,cellular,25,aug,65.0,8,-1,0,
34.0,technician,married,secondary,no,2,yes,no,cellular,25,aug,324.0,4,-1,0,
47.0,services,married,secondary,no,756,no,no,cellular,25,aug,154.0,4,-1,0,
35.0,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124.0,4,-1,0,
41.0,management,married,tertiary,no,51,no,no,cellular,25,aug,140.0,8,-1,0,
54.0,blue-collar,married,secondary,no,983,no,no,cellular,25,aug,54.0,6,-1,0,
39.0,technician,divorced,secondary,no,130,yes,no,cellular,25,aug,14.0,18,-1,0,
33.0,technician,married,tertiary,no,463,no,no,cellular,25,aug,390.0,7,-1,0,
33.0,technician,single,tertiary,no,49,no,no,cellular,25,aug,476.0,3,-1,0,
45.0,admin.,married,secondary,no,356,no,no,cellular,25,aug,42.0,6,-1,0,
50.0,management,married,tertiary,no,3327,no,no,cellular,25,aug,74.0,7,-1,0,
30.0,management,married,tertiary,no,144,yes,no,cellular,25,aug,23.0,17,-1,0,
52.0,services,married,secondary,no,-298,no,no,cellular,25,aug,228.0,4,-1,0,
52.0,,married,secondary,no,142,no,no,cellular,25,aug,112.0,6,-1,0,
34.0,management,married,tertiary,no,169,no,no,cellular,25,aug,115.0,4,-1,0,
55.0,management,married,tertiary,no,740,no,no,cellular,25,aug,57.0,3,-1,0,
42.0,self-employed,married,tertiary,no,1385,no,no,cellular,25,aug,15.0,19,-1,0,
46.0,management,married,tertiary,no,-3,no,no,cellular,25,aug,728.0,4,-1,0,
30.0,technician,single,tertiary,no,-266,no,yes,cellular,25,aug,66.0,4,-1,0,
53.0,services,married,secondary,no,1461,no,no,cellular,25,aug,262.0,6,-1,0,
,technician,single,secondary,no,291,no,no,cellular,25,aug,72.0,6,-1,0,
31.0,management,married,tertiary,no,2652,no,no,cellular,25,aug,9.0,9,-1,0,
31.0,management,single,tertiary,no,0,no,no,cellular,25,aug,11.0,16,-1,0,
31.0,management,single,tertiary,no,0,no,no,cellular,25,aug,9.0,12,-1,0,
59.0,retired,married,,no,0,no,no,cellular,25,aug,213.0,4,-1,0,
30.0,technician,married,tertiary,no,3418,no,no,cellular,25,aug,211.0,7,-1,0,
39.0,entrepreneur,married,tertiary,no,0,no,no,cellular,25,aug,422.0,10,-1,0,
46.0,technician,married,secondary,no,518,no,no,cellular,25,aug,68.0,6,-1,0,
44.0,technician,divorced,secondary,no,242,no,no,cellular,25,aug,69.0,4,-1,0,
55.0,self-employed,married,secondary,no,198,no,no,cellular,25,aug,111.0,6,-1,0,
51.0,blue-collar,married,primary,no,7134,no,no,cellular,25,aug,36.0,7,-1,0,
34.0,management,married,tertiary,no,8,no,no,cellular,25,aug,,4,-1,0,
35.0,technician,divorced,tertiary,no,-995,yes,yes,cellular,25,aug,734.0,4,-1,0,
37.0,technician,married,tertiary,no,0,yes,no,cellular,25,aug,484.0,4,-1,0,
48.0,management,married,tertiary,no,190,no,no,cellular,25,aug,14.0,22,-1,0,
41.0,technician,married,secondary,no,1190,no,no,cellular,25,aug,69.0,4,-1,0,
43.0,technician,married,secondary,no,275,no,no,cellular,25,aug,69.0,6,-1,0,
50.0,retired,divorced,tertiary,no,-300,no,yes,cellular,25,aug,692.0,4,-1,0,
33.0,technician,married,secondary,no,0,no,no,cellular,25,aug,296.0,8,-1,0,
60.0,management,married,tertiary,yes,-311,no,no,cellular,25,aug,151.0,6,-1,0,
46.0,blue-collar,married,secondary,no,1272,no,no,cellular,25,aug,164.0,4,-1,0,
34.0,housemaid,single,tertiary,no,43,no,no,cellular,25,aug,198.0,8,-1,0,
47.0,blue-collar,married,primary,no,85,no,no,cellular,25,aug,454.0,4,-1,0,
30.0,management,single,tertiary,no,73,no,no,cellular,25,aug,114.0,6,-1,0,
48.0,blue-collar,married,primary,no,193,no,yes,cellular,25,aug,64.0,10,-1,0,
33.0,technician,single,tertiary,no,6,no,no,cellular,25,aug,30.0,4,-1,0,
35.0,management,single,tertiary,no,0,no,no,cellular,25,aug,81.0,6,-1,0,
50.0,management,married,tertiary,no,1396,no,no,cellular,25,aug,731.0,6,-1,0,
34.0,management,married,secondary,no,15,no,no,cellular,25,aug,184.0,7,-1,0,
48.0,,married,,no,558,no,no,cellular,25,aug,433.0,6,-1,0,
32.0,management,single,tertiary,no,776,no,no,cellular,25,aug,361.0,8,-1,0,
54.0,blue-collar,married,secondary,no,2255,no,no,cellular,25,aug,304.0,6,-1,0,
52.0,technician,married,secondary,no,141,no,no,cellular,25,aug,160.0,7,-1,0,
31.0,management,single,tertiary,no,0,no,no,cellular,25,aug,101.0,6,-1,0,
32.0,management,married,secondary,no,251,no,no,cellular,25,aug,272.0,6,-1,0,
49.0,blue-collar,married,primary,no,-117,no,no,cellular,25,aug,53.0,6,-1,0,
38.0,management,divorced,tertiary,no,162,no,no,cellular,25,aug,323.0,4,-1,0,
,entrepreneur,married,tertiary,no,-886,yes,yes,cellular,25,aug,103.0,6,-1,0,
55.0,management,single,tertiary,no,1498,no,no,cellular,25,aug,340.0,5,-1,0,
,technician,divorced,secondary,no,157,yes,no,cellular,25,aug,163.0,8,-1,0,
35.0,technician,single,secondary,no,-816,no,no,cellular,25,aug,54.0,19,-1,0,
31.0,technician,single,secondary,no,105,no,no,cellular,25,aug,87.0,4,-1,0,
56.0,management,married,tertiary,no,154,no,no,cellular,25,aug,454.0,6,-1,0,
39.0,self-employed,married,secondary,no,454,yes,no,cellular,25,aug,171.0,8,-1,0,
30.0,management,married,tertiary,no,4874,yes,no,cellular,25,aug,134.0,10,-1,0,
52.0,technician,married,secondary,no,306,no,no,cellular,25,aug,265.0,4,-1,0,
51.0,unemployed,married,secondary,no,1052,no,no,cellular,25,aug,280.0,4,-1,0,
59.0,retired,married,primary,no,255,no,yes,cellular,25,aug,62.0,6,-1,0,
34.0,technician,single,tertiary,no,6742,no,no,cellular,25,aug,318.0,6,-1,0,
33.0,technician,single,secondary,no,31,no,yes,cellular,25,aug,131.0,3,-1,0,
55.0,services,married,primary,no,269,no,no,cellular,25,aug,89.0,4,-1,0,
34.0,management,single,tertiary,no,280,no,no,cellular,25,aug,119.0,11,-1,0,
51.0,services,married,secondary,no,135,no,no,cellular,25,aug,105.0,4,-1,0,
32.0,technician,single,secondary,no,309,yes,yes,cellular,25,aug,99.0,3,-1,0,
53.0,technician,single,secondary,no,925,no,no,cellular,25,aug,930.0,3,-1,0,
35.0,management,married,tertiary,no,0,no,no,cellular,25,aug,484.0,4,-1,0,
57.0,retired,married,secondary,no,49,yes,yes,cellular,25,aug,93.0,4,-1,0,
42.0,technician,married,secondary,no,827,no,no,cellular,25,aug,153.0,3,-1,0,
32.0,management,single,tertiary,no,1882,no,no,cellular,25,aug,497.0,5,-1,0,
33.0,management,married,tertiary,no,130,no,no,cellular,25,aug,121.0,8,-1,0,
44.0,management,married,tertiary,no,792,no,no,cellular,25,aug,630.0,7,-1,0,
41.0,management,divorced,tertiary,no,1064,no,no,cellular,25,aug,81.0,4,-1,0,
36.0,management,single,tertiary,no,1841,yes,no,cellular,25,aug,141.0,4,-1,0,
40.0,management,married,tertiary,no,24450,no,no,cellular,25,aug,73.0,2,-1,0,
40.0,technician,single,secondary,no,103,no,no,cellular,25,aug,106.0,7,-1,0,
45.0,blue-collar,married,secondary,no,1335,yes,no,cellular,25,aug,,2,-1,0,
31.0,management,married,tertiary,no,29230,no,no,cellular,25,aug,50.0,9,-1,0,
48.0,services,married,primary,no,337,no,no,cellular,25,aug,770.0,12,-1,0,
33.0,technician,single,secondary,no,79,yes,no,cellular,25,aug,163.0,3,-1,0,
,management,divorced,tertiary,no,355,yes,no,cellular,25,aug,313.0,5,-1,0,
55.0,technician,divorced,secondary,no,61,yes,yes,cellular,25,aug,113.0,3,-1,0,
31.0,technician,married,secondary,no,518,yes,no,cellular,25,aug,348.0,2,-1,0,
30.0,management,single,tertiary,no,4213,no,no,cellular,25,aug,142.0,4,-1,0,
31.0,technician,single,tertiary,no,1051,no,no,cellular,25,aug,106.0,4,-1,0,
32.0,technician,single,secondary,no,230,yes,no,cellular,25,aug,256.0,8,-1,0,
54.0,management,divorced,tertiary,no,3777,no,no,cellular,25,aug,56.0,2,-1,0,
45.0,blue-collar,married,primary,no,179,no,no,cellular,25,aug,122.0,3,-1,0,
56.0,services,married,secondary,no,17,no,yes,cellular,25,aug,342.0,5,-1,0,
30.0,technician,single,secondary,no,276,no,yes,cellular,25,aug,159.0,5,-1,0,
57.0,technician,married,secondary,no,109,no,no,cellular,25,aug,124.0,4,-1,0,
58.0,management,married,tertiary,no,657,no,no,cellular,25,aug,378.0,3,-1,0,
55.0,blue-collar,married,primary,no,2275,no,no,cellular,25,aug,139.0,9,-1,0,
31.0,technician,single,tertiary,no,244,no,no,cellular,25,aug,170.0,4,-1,0,
47.0,blue-collar,married,primary,no,259,no,no,cellular,25,aug,83.0,5,-1,0,
31.0,entrepreneur,single,tertiary,no,95,no,no,cellular,25,aug,51.0,5,-1,0,
59.0,management,divorced,tertiary,no,6144,yes,no,cellular,25,aug,56.0,5,-1,0,
,housemaid,married,primary,no,34,no,no,cellular,25,aug,115.0,4,-1,0,
52.0,technician,married,secondary,no,981,no,no,cellular,25,aug,43.0,4,-1,0,
47.0,blue-collar,married,primary,no,799,no,no,cellular,25,aug,67.0,4,-1,0,
47.0,blue-collar,married,,yes,162,no,no,cellular,25,aug,366.0,3,-1,0,
41.0,technician,married,tertiary,no,63,no,no,cellular,25,aug,36.0,3,-1,0,
45.0,services,married,secondary,no,222,no,no,cellular,25,aug,119.0,11,-1,0,
32.0,management,married,tertiary,no,1900,no,no,cellular,25,aug,121.0,16,-1,0,
32.0,management,single,tertiary,no,3367,no,no,cellular,25,aug,153.0,4,-1,0,
38.0,technician,married,secondary,no,0,no,no,cellular,25,aug,431.0,5,-1,0,
32.0,technician,married,secondary,no,255,no,yes,cellular,25,aug,63.0,5,-1,0,
30.0,management,single,tertiary,no,420,no,no,cellular,25,aug,618.0,3,-1,0,
45.0,technician,married,tertiary,no,285,no,no,cellular,25,aug,202.0,7,-1,0,
46.0,blue-collar,married,primary,no,185,no,no,cellular,25,aug,226.0,10,-1,0,
31.0,management,married,tertiary,no,166,no,no,cellular,25,aug,392.0,6,-1,0,
30.0,management,single,tertiary,no,0,no,no,cellular,25,aug,144.0,18,-1,0,
52.0,management,married,tertiary,no,3163,no,no,cellular,25,aug,56.0,6,-1,0,
31.0,technician,single,tertiary,no,23,no,no,cellular,25,aug,121.0,3,-1,0,
35.0,technician,married,secondary,no,31,no,no,cellular,25,aug,390.0,8,-1,0,
49.0,technician,married,secondary,no,5244,no,no,cellular,25,aug,60.0,4,-1,0,
51.0,self-employed,married,primary,no,1242,no,no,cellular,25,aug,75.0,11,-1,0,
48.0,services,married,secondary,no,4300,yes,yes,cellular,25,aug,99.0,6,-1,0,
34.0,management,married,tertiary,no,224,no,no,cellular,25,aug,108.0,5,-1,0,
49.0,admin.,married,secondary,no,272,no,yes,telephone,25,aug,146.0,18,-1,0,
34.0,technician,married,secondary,no,354,no,no,cellular,25,aug,358.0,3,-1,0,
54.0,management,married,tertiary,no,1451,no,no,cellular,25,aug,308.0,7,-1,0,
54.0,management,married,tertiary,no,1331,no,no,cellular,25,aug,240.0,9,-1,0,
34.0,management,single,tertiary,no,94,no,no,cellular,25,aug,45.0,11,-1,0,
